id_cliente,nombre,edad,genero,ciudad,distrito,fecha_registro,canal_preferido,segmento
C01580,Franco Brayan Obando,36.0,M,Trujillo,La Esperanza,2024-05-10,App,Consumidor
C01581,Mireya María Castro Moreno,43.0,F,Cusco,Cusco,2025-03-10,Tienda,Consumidor
C01582,Carmen Sierra Quiroga,26.0,F,Lima,La Molina,2022-05-11,Tienda,Consumidor
C01583,Antonio Luis Carrillo Guerrero,41.0,F,Lima,La Molina,2023-02-19,Tienda,Familiar
C01584,Alba Valeria Sierra,29.0,F,Trujillo,El Porvenir,2023-07-23,Web,Consumidor
C01585,Angie Natalia Jaimes Arias,63.0,F,Lima,San Miguel,2025-08-24,Tienda,Familiar
C01586,Luz Acosta Suárez,28.0,F,Lima,Ate,2022-06-05,Tienda,Familiar
C01587,Alberto Óscar Castro,45.0,F,Lima,Los Olivos,2022-12-26,Tienda,Consumidor
C01588,Carolina Judith Rodríguez,55.0,F,Arequipa,Yanahuara,2022-10-31,Web,Familiar
C01589,Alejandra Vega Rodríguez,31.0,F,Lima,Miraflores,2024-08-23,Tienda,Consumidor
C01590,Edinson Ruiz Gómez,29.0,F,Piura,Castilla,2025-08-23,Tienda,Consumidor
C01591,Luz Restrepo Narváez,32.0,F,Arequipa,Cercado,2023-10-23,Web,Consumidor
C01592,Katherine Salgado Castro,54.0,M,Piura,Castilla,2025-01-10,Web,Familiar
C01593,Paola Bermúdez Moreno,37.0,F,Arequipa,Cayma,2022-01-04,Tienda,Consumidor
C01594,María Esther Padilla Álvarez,44.0,M,Lima,Jesús María,2022-03-03,Tienda,Consumidor
C01595,Alexander Gutiérrez Marín,56.0,F,Piura,Piura,2025-02-01,App,Consumidor
C01596,Carmen Arias Cruz,43.0,F,Trujillo,La Esperanza,2023-09-05,Web,Premium
C01597,David Luis Flórez,29.0,M,Cusco,Santiago,2024-07-03,Tienda,Consumidor
C01598,Marcela Lozano,18.0,F,Trujillo,La Esperanza,2022-10-08,Tienda,Familiar
C01599,Laura Espinosa Osorio,36.0,M,Lima,San Isidro,2025-09-06,Tienda,Familiar
C01600,Elena Cardona,43.0,F,Piura,Piura,2023-02-20,Tienda,Consumidor
C01601,Karen León,47.0,,Lima,San Miguel,2023-03-23,Web,Familiar
C01602,Ana Gladys Ortega Cárdenas,18.0,F,Lima,Los Olivos,2024-12-11,Tienda,Consumidor
C01603,Óscar Hernández Trujillo,24.0,F,Lima,Miraflores,2022-08-21,Tienda,Consumidor
C01604,María García,37.0,F,Lima,La Molina,2023-01-09,Tienda,Consumidor
C01605,Viviana Carmen González,61.0,M,Arequipa,Yanahuara,2023-08-11,Tienda,Premium
C01606,María Andrea Ortega Martínez,32.0,M,Arequipa,Cercado,2025-07-10,Tienda,Consumidor
C01607,Antonio Miguel Ruiz,52.0,F,Cusco,Wanchaq,2025-09-16,App,Consumidor
C01608,Carmen Linda Restrepo,57.0,M,Piura,Piura,2025-05-01,Tienda,Consumidor
C01609,Yenny González,45.0,F,Cusco,Cusco,2025-06-23,Tienda,Consumidor
C01610,Patricia Ramos Reyes,54.0,F,Piura,Veintiséis de Octubre,2022-08-19,Web,Familiar
C01611,Laura Gisela López,19.0,M,Piura,Veintiséis de Octubre,2022-11-24,Tienda,Consumidor
C01612,Brandon Horacio Giraldo,64.0,F,Trujillo,La Esperanza,2024-02-04,Tienda,Consumidor
C01613,Alberto Arévalo,31.0,M,Lima,Comas,2023-07-14,Tienda,Familiar
C01614,Carolina Paula Álvarez,39.0,M,Lima,Ate,2024-04-17,App,Consumidor
C01615,Jairo Juan Sarmiento Castaño,44.0,F,Lima,Miraflores,2024-11-13,App,Consumidor
C01616,Adriana Meneses,66.0,F,Trujillo,Víctor Larco,2022-04-02,Tienda,Familiar
C01617,Camilo Guillermo Arias,67.0,M,Piura,Castilla,2024-03-11,Tienda,Familiar
C01618,Luz Ruth Romero Díaz,43.0,F,Trujillo,Víctor Larco,2024-07-17,Tienda,Consumidor
C01619,Antonio Edwin Henao Sierra,46.0,M,Arequipa,Yanahuara,2022-07-06,Tienda,Consumidor
C01620,Consuelo María Jaramillo,45.0,F,Piura,Castilla,2024-06-02,Tienda,Familiar
C01621,Ángela Martínez Bermúdez,50.0,M,Trujillo,La Esperanza,2023-10-13,Tienda,Familiar
C01622,Diana Jiménez,39.0,M,Arequipa,José Luis B. y Rivero,2025-03-09,Tienda,Familiar
C01623,Nubia Luisa Gómez,34.0,M,Cusco,Wanchaq,2022-05-30,App,Premium
C01624,Leonardo Miguel Delgado,30.0,M,Cusco,Santiago,2022-03-31,Tienda,Consumidor
C01625,Abelardo Johan Quintero,37.0,M,Piura,Veintiséis de Octubre,2022-05-28,Tienda,Premium
C01626,Mauricio Joaquín Díaz Pérez,26.0,M,Cusco,San Sebastián,2022-04-01,Web,Consumidor
C01627,Martha Suárez Cruz,19.0,M,Lima,La Molina,2024-08-19,App,Familiar
C01628,Anderson Aguirre Henao,30.0,F,Piura,Piura,2023-05-28,Tienda,Familiar
C01629,Luis Torres,47.0,F,Arequipa,Cercado,2025-06-25,Web,Familiar
C01630,Stella Angulo Duarte,49.0,M,Lima,San Miguel,2022-01-23,Tienda,Familiar
C01631,María Marcela Serrano Zapata,52.0,M,Trujillo,Trujillo,2023-03-09,Tienda,Familiar
C01632,Valentina Muñoz Sanabria,28.0,F,Lima,San Juan de Lurigancho,2023-09-14,Tienda,Familiar
C01633,Edilma Estrada,47.0,F,Arequipa,Cercado,2025-03-10,Tienda,Consumidor
C01634,Mauricio Ricardo Castro Rincón,44.0,F,Cusco,Santiago,2022-08-02,Tienda,Familiar
C01635,Carlos Guerrero Portilla,18.0,F,Arequipa,Cercado,2025-04-09,Tienda,Consumidor
C01636,Juan Ramos,54.0,F,Lima,Comas,2023-02-27,Tienda,Familiar
C01637,Sara Arias,40.0,F,Lima,La Molina,2025-09-17,App,Familiar
C01638,Eliecer Harol Pacheco,59.0,M,Trujillo,El Porvenir,2025-01-23,Tienda,Familiar
C01639,Johanna Fernanda López,34.0,F,Arequipa,Yanahuara,2023-04-25,Web,Premium
C01640,Luisa Torres Pérez,39.0,F,Lima,Miraflores,2024-01-17,App,Consumidor
C01641,Dolores Castillo,46.0,M,Lima,San Juan de Lurigancho,2022-06-29,App,Consumidor
C01642,David Parra Vega,33.0,F,Cusco,Wanchaq,2025-08-07,Tienda,Consumidor
C01643,Milena Sanabria Velandia,22.0,F,Piura,Castilla,2022-05-21,App,Consumidor
C01644,Oswaldo Camacho,38.0,F,Trujillo,La Esperanza,2023-06-03,Tienda,Consumidor
C01645,Pablo Vélez,38.0,M,Cusco,Cusco,2022-07-13,Tienda,Familiar
C01646,María Rosalba Salgado Restrepo,62.0,F,Lima,La Molina,2025-05-19,Tienda,Consumidor
C01647,Arley Rodríguez,51.0,M,Lima,Miraflores,2025-08-27,App,Familiar
C01648,Alberto Cuéllar,35.0,F,Lima,San Miguel,2024-01-17,Tienda,Consumidor
C01649,Diego Molina Álvarez,20.0,,Lima,San Miguel,2023-10-04,App,Consumidor
C01650,René Antonio López,34.0,M,Trujillo,El Porvenir,2023-08-30,App,Consumidor
C01651,María Magnolia Carvajal,30.0,F,Arequipa,Paucarpata,2023-09-19,Tienda,Familiar
C01652,Sandra Garzón Ospina,21.0,M,Trujillo,El Porvenir,2024-09-17,Tienda,Consumidor
C01653,Silvia Velásquez Pérez,41.0,M,Trujillo,La Esperanza,2024-02-03,Web,Familiar
C01654,Alba Inés Cruz,26.0,F,Lima,San Miguel,2023-02-16,Web,Consumidor
C01655,Carlos Francisco Duque,26.0,M,Lima,Jesús María,2022-03-29,Tienda,Familiar
C01656,Leonardo Jader Reyes,36.0,M,Cusco,Santiago,2025-06-01,App,Consumidor
C01657,Camila Restrepo Sánchez,19.0,M,Cusco,San Sebastián,2023-01-23,Tienda,Familiar
C01658,Javier Sarmiento Fuentes,46.0,F,Lima,Jesús María,2024-03-26,Tienda,Consumidor
C01659,Leidy Luz Mejía Guerrero,49.0,M,Lima,Santiago de Surco,2024-10-09,Tienda,Premium
C01660,Sofía Ligia Cruz,37.0,F,Arequipa,Cayma,2022-07-07,Tienda,Consumidor
C01661,David Daniel Fajardo Martínez,,F,Lima,La Molina,2025-08-11,App,Familiar
C01662,Alejandro Francisco Nieto Galindo,42.0,M,Lima,Comas,2023-03-21,Tienda,Premium
C01663,Jorge Yesid Parra Villamil,33.0,M,Cusco,San Sebastián,2023-04-09,App,Consumidor
C01664,María Carmen Perdomo Arenas,33.0,M,Lima,Jesús María,2024-04-08,App,Consumidor
C01665,Omaira Pérez Sánchez,66.0,M,Trujillo,Víctor Larco,2024-11-06,Tienda,Consumidor
C01666,Richard Germán García,25.0,M,Lima,Los Olivos,2025-05-22,Tienda,Consumidor
C01667,Bernardo Ángel Molano Cano,18.0,F,Piura,Piura,2022-12-29,Tienda,Consumidor
C01668,María Sandra Caro Zapata,30.0,M,Cusco,Santiago,2025-09-25,Tienda,Consumidor
C01669,María Johanna Trujillo Flórez,47.0,M,Arequipa,Yanahuara,2025-04-20,App,Familiar
C01670,Augusto Quintero Gómez,32.0,M,Piura,Castilla,2023-05-08,Tienda,Consumidor
C01671,Edgar Andrés Ramos Palacio,36.0,M,Piura,Castilla,2024-02-16,Web,Consumidor
C01672,Alberto Mauricio Osorio León,24.0,M,Trujillo,Trujillo,2022-02-21,Web,Consumidor
C01673,Jorge José Ortega,26.0,M,Cusco,Wanchaq,2024-10-11,Tienda,Consumidor
C01674,María Pedraza López,38.0,M,Cusco,San Sebastián,2023-01-14,Tienda,Premium
C01675,Leonardo Yesid Ruiz,18.0,F,Cusco,Santiago,2024-11-25,Tienda,Consumidor
C01676,Jimmy Granados,18.0,F,Trujillo,Trujillo,2022-12-29,Web,Familiar
C01677,Lida Janeth Blanco,45.0,F,Arequipa,Cayma,2024-06-12,Tienda,Familiar
C01678,Fabio Cristian Ramírez Quintero,45.0,F,Trujillo,Víctor Larco,2022-08-09,App,Consumidor
C01679,Jorge Serrano,39.0,F,Lima,La Molina,2023-12-26,Web,Premium
C01680,Carlos Jonathan Carvajal,65.0,M,Lima,Santiago de Surco,2025-09-03,Tienda,Premium
C01681,Cristina León,39.0,M,Arequipa,Paucarpata,2023-08-19,Tienda,Consumidor
C01682,Johana Buitrago,44.0,M,Lima,Comas,2025-05-09,Tienda,Consumidor
C01683,Angie Marly López Lozano,49.0,,Lima,San Isidro,2023-01-28,Tienda,Premium
C01684,Sebastián Javier Granados Guevara,18.0,F,Arequipa,,2023-03-14,Tienda,Familiar
C01685,José Morales,35.0,M,Arequipa,Cercado,2024-04-14,Web,Consumidor
C01686,Ligia Marlene Sánchez,35.0,F,Cusco,Santiago,2022-03-18,Tienda,Familiar
C01687,Mariana Torres Ocampo,41.0,M,Trujillo,La Esperanza,2023-09-14,Web,Consumidor
C01688,Ferney Duarte,21.0,F,Lima,La Molina,2024-11-02,App,Consumidor
C01689,Richard Luis Cortés Hernández,40.0,M,Arequipa,Cercado,2023-09-11,App,Familiar
C01690,Edgar Barreto Suárez,36.0,F,Lima,Miraflores,2024-01-13,App,Familiar
C01691,Hernando Jiménez Méndez,48.0,M,Lima,Los Olivos,2025-07-05,App,Consumidor
C01692,Carlos Ángel Correa Peña,42.0,F,Arequipa,Cayma,2024-12-15,Web,Premium
C01693,Alexander Salazar Hernández,41.0,F,Cusco,San Sebastián,2024-05-05,Tienda,Consumidor
C01694,Fredy Gómez Osorio,75.0,M,Arequipa,Paucarpata,2023-11-01,Tienda,Premium
C01695,Alberto Parada Bejarano,61.0,M,Lima,San Isidro,2024-01-25,Tienda,Familiar
C01696,Fanny Diana Rojas,43.0,M,Cusco,San Sebastián,2022-05-28,Tienda,Familiar
C01697,Álvaro Alonso Herrera,50.0,M,Lima,La Molina,2023-06-19,Tienda,Familiar
C01698,Johnny Alonso Becerra Londoño,38.0,M,Lima,Jesús María,2024-11-04,Tienda,Consumidor
C01699,Marlene María Mejía,44.0,F,Cusco,San Sebastián,2022-11-13,Web,Consumidor
C01700,Andrea Martha Caicedo,35.0,F,Trujillo,La Esperanza,2024-05-28,Tienda,Consumidor
C01701,Margarita Luz Ángel Vargas,55.0,M,Lima,Santiago de Surco,2024-12-10,Tienda,Consumidor
C01702,Martha Andrea Díaz,51.0,F,Arequipa,Cayma,2023-12-19,Web,Premium
C01703,José Sergio Velásquez León,22.0,M,Trujillo,La Esperanza,2024-09-15,Web,Familiar
C01704,José Alberto Correa Hurtado,18.0,F,Piura,Piura,2022-03-31,App,Consumidor
C01705,Fernando Orozco Jaramillo,34.0,F,Arequipa,Paucarpata,2022-01-14,Tienda,Premium
C01706,María Emilce Osorio Suárez,48.0,F,Lima,San Juan de Lurigancho,2024-02-01,Tienda,Consumidor
C01707,Andrés Óscar Gaitán,34.0,F,Lima,Ate,2025-03-12,App,Consumidor
C01708,Agustín Sebastián Cáceres Carvajal,35.0,F,Lima,Jesús María,2023-06-21,App,Consumidor
C01709,María María Caballero,33.0,M,Lima,Ate,2023-05-04,Tienda,Familiar
C01710,Óscar Montes García,45.0,F,Lima,San Miguel,2023-09-06,Tienda,Consumidor
C01711,Milena Elena Montoya Rodríguez,47.0,M,Lima,Santiago de Surco,2023-07-08,App,Familiar
C01712,Fredy José Guevara Franco,23.0,M,Trujillo,Víctor Larco,2024-01-08,Web,Consumidor
C01713,Martha María Mejía Rojas,50.0,F,Cusco,Santiago,2025-02-12,Tienda,Premium
C01714,Nelsy Rodríguez Martínez,18.0,M,Piura,Veintiséis de Octubre,2023-02-20,App,Consumidor
C01715,Rocío Bustos,56.0,F,Lima,San Miguel,2023-08-31,Tienda,Premium
C01716,Esperanza Gladys Contreras,38.0,M,Lima,San Isidro,2025-02-24,Web,Consumidor
C01717,Marcela Vargas,21.0,M,Lima,Miraflores,2023-05-20,Web,Familiar
C01718,Judith Esperanza Aguilar,56.0,M,Piura,Veintiséis de Octubre,2024-08-19,Tienda,Consumidor
C01719,Andrés Salazar,52.0,M,Trujillo,La Esperanza,2025-04-15,Tienda,Consumidor
C01720,Lilian Carvajal Narváez,39.0,F,Cusco,Cusco,2023-05-16,App,Consumidor
C01721,Jeison Castro Vargas,47.0,M,Piura,Veintiséis de Octubre,2023-06-11,App,Familiar
C01722,Jhon Alexis Molina Suárez,54.0,M,Arequipa,Cercado,2022-07-27,Tienda,Familiar
C01723,Gladis Reyes Escobar,59.0,F,Arequipa,José Luis B. y Rivero,2024-03-15,Tienda,Consumidor
C01724,Patricia Jaramillo,47.0,F,Lima,Ate,2025-06-23,Web,Familiar
C01725,Leidy Martínez Cuéllar,34.0,M,Piura,Piura,2022-07-17,App,Consumidor
C01726,Lucía Rojas,27.0,F,Trujillo,Víctor Larco,2023-04-04,Tienda,Premium
C01727,Guillermo Julio Rodríguez,34.0,F,Lima,La Molina,2022-04-16,Tienda,Consumidor
C01728,José Jesús Díaz González,39.0,M,Arequipa,José Luis B. y Rivero,2023-10-23,App,Consumidor
C01729,Carmen Ardila,75.0,M,Lima,San Juan de Lurigancho,2024-06-29,Web,Consumidor
C01730,Marcela Bonilla García,25.0,M,Lima,Santiago de Surco,2022-03-28,Web,Familiar
C01731,Myriam Fernanda Bautista Muñoz,51.0,M,Cusco,Cusco,2024-06-13,Web,Consumidor
C01732,Luz Cristina Suárez,26.0,F,Trujillo,El Porvenir,2023-10-13,Tienda,Consumidor
C01733,Faber Garzón,22.0,M,Cusco,Wanchaq,2024-02-10,App,Familiar
C01734,Cristina Sandoval,39.0,F,Lima,San Isidro,2023-08-01,Web,Familiar
C01735,Alfonso Vera González,42.0,F,Piura,Castilla,2024-12-11,Tienda,Consumidor
C01736,Hernán Fredy García,41.0,M,Lima,Los Olivos,2024-02-07,Tienda,Familiar
C01737,Jesús Jesús Ramírez García,47.0,F,Lima,Comas,2022-08-20,Tienda,Premium
C01738,Samuel José Angulo,51.0,M,Piura,Piura,2024-11-29,Tienda,Consumidor
C01739,Esteban Pablo Ramos,18.0,M,Lima,San Miguel,2022-02-01,Web,Consumidor
C01740,Diego Gaviria,59.0,M,Lima,Los Olivos,2023-07-31,Tienda,Premium
C01741,Isabel Julieth Ordóñez Ocampo,61.0,F,Lima,San Miguel,2022-07-24,Tienda,Familiar
C01742,Federico Juan García Ramos,43.0,F,Cusco,San Sebastián,2024-12-11,Web,Consumidor
C01743,Ángela Martínez Caicedo,52.0,F,Trujillo,El Porvenir,2022-12-27,App,Consumidor
C01744,Alejandra Hurtado,43.0,M,Cusco,San Sebastián,2023-01-11,Tienda,Consumidor
C01745,Karol Buitrago Beltrán,29.0,M,Trujillo,La Esperanza,2023-08-18,Tienda,Consumidor
C01746,Luz Muñoz,40.0,F,Piura,Veintiséis de Octubre,2023-11-24,App,Familiar
C01747,Neider Caicedo,21.0,M,Piura,Castilla,2022-12-08,App,Consumidor
C01748,Elvia Esperanza Torres,54.0,F,Arequipa,Cayma,2023-02-08,Web,Consumidor
C01749,Daniela Durán,43.0,F,Cusco,Cusco,2023-10-29,Tienda,Premium
C01750,Aurelio Gómez,26.0,M,Cusco,San Sebastián,2024-08-23,Tienda,Consumidor
C01751,Carlos Carlos Rincón Bernal,35.0,M,Lima,San Juan de Lurigancho,2024-09-07,Web,Familiar
C01752,Carlos Villa,36.0,F,Trujillo,La Esperanza,2023-12-12,Tienda,Consumidor
C01753,Magda Muñoz Gómez,37.0,F,Arequipa,Paucarpata,2023-04-22,Web,Consumidor
C01754,Alba Paula Díaz,32.0,M,Lima,Ate,2023-12-13,Web,Familiar
C01755,Diego Rangel,37.0,F,Lima,San Juan de Lurigancho,2023-07-29,Web,Familiar
C01756,Javier Parra,29.0,M,Lima,Jesús María,2024-12-07,Tienda,Premium
C01757,Enrique Cristian Aguilar Pinzón,21.0,M,Arequipa,José Luis B. y Rivero,2023-04-17,Tienda,Familiar
C01758,Augusto Alberto García Gutiérrez,32.0,M,Lima,Los Olivos,2023-02-09,Tienda,Consumidor
C01759,Paola Sánchez Acevedo,35.0,F,Cusco,Wanchaq,2023-04-15,App,Familiar
C01760,Alexander Aldair Parra,32.0,M,Lima,Santiago de Surco,2024-08-06,Tienda,Consumidor
C01761,Rocío Diana Rojas Henao,48.0,F,Lima,San Miguel,2023-12-21,Tienda,Consumidor
C01762,Alfonso Mena Hernández,32.0,M,Cusco,Santiago,2025-03-17,Tienda,Consumidor
C01763,Maritza González,48.0,M,Lima,San Isidro,2022-08-28,App,Consumidor
C01764,Diana Niño Romero,57.0,M,Lima,Comas,2024-01-11,Tienda,Familiar
C01765,Carmen Jessica Medina,55.0,F,Lima,Santiago de Surco,2024-01-13,Web,Premium
C01766,Julieth Elena Moreno Cardona,27.0,M,Arequipa,Yanahuara,2024-09-22,Tienda,Familiar
C01767,Aníbal Iván Cano Orjuela,53.0,F,Cusco,Santiago,2024-08-19,Tienda,Consumidor
C01768,Carlos Marlon Sierra,40.0,F,Lima,Comas,2023-08-15,Tienda,Premium
C01769,Daniel Diego Méndez Córdoba,58.0,F,Piura,Castilla,2023-06-19,Tienda,Familiar
C01770,Alberto Restrepo Gómez,32.0,F,Lima,Ate,2023-03-08,Tienda,Consumidor
C01771,Ricardo Mauricio Cortés,37.0,F,Arequipa,Yanahuara,2022-05-05,Tienda,Premium
C01772,Valentina Martha Quintero,27.0,F,Lima,Miraflores,2023-12-11,Tienda,Familiar
C01773,Patricia Rivera,51.0,F,Trujillo,El Porvenir,2023-10-26,Tienda,Consumidor
C01774,Julio José Herrera,48.0,F,Cusco,Cusco,2022-11-17,Tienda,Familiar
C01775,Sonia Correa Díaz,53.0,F,Lima,San Miguel,2024-11-11,Tienda,Consumidor
C01776,Camilo Andrés Ocampo,34.0,M,Trujillo,La Esperanza,2025-06-23,Tienda,Familiar
C01777,Alexander Caicedo,47.0,F,Trujillo,Víctor Larco,2022-02-05,Tienda,Familiar
C01778,Gabriel Manuel Gutiérrez,61.0,M,Piura,Veintiséis de Octubre,2023-09-09,App,Familiar
C01779,Yamid Pérez,21.0,M,Arequipa,Yanahuara,2023-10-07,App,Consumidor
C01780,Patricia Kelly López,76.0,F,Arequipa,Paucarpata,2025-03-11,Tienda,Consumidor
C01781,Alberto Néstor Jaimes,41.0,M,Lima,San Miguel,2024-10-12,Tienda,Consumidor
C01782,Carolina Amaya Sánchez,42.0,M,Lima,Comas,2022-11-16,Tienda,Premium
C01783,Enrique José Aguirre Gómez,54.0,M,Lima,Jesús María,2023-04-03,Tienda,Consumidor
C01784,Diana Peña García,64.0,M,Lima,Comas,2024-08-11,Web,Consumidor
C01785,Jair Néstor Vargas,22.0,F,Arequipa,Cayma,2023-12-12,Tienda,Consumidor
C01786,León Isaac Pinzón Osorio,29.0,M,Cusco,Santiago,2023-06-16,Tienda,Consumidor
C01787,Diana Acevedo Tovar,32.0,F,Cusco,Santiago,2022-02-10,Web,Consumidor
C01788,Carlos Díaz,39.0,F,Lima,Jesús María,2023-04-12,Tienda,Consumidor
C01789,Ana López,55.0,F,Arequipa,Cercado,2024-10-22,Web,Consumidor
C01790,Roger Martínez Zambrano,72.0,M,Cusco,Cusco,2022-09-07,Tienda,Consumidor
C01791,José Sandoval,33.0,M,Lima,Comas,2024-10-03,Web,Consumidor
C01792,José Monroy,40.0,F,Lima,Los Olivos,2025-05-28,Tienda,Premium
C01793,José Diego Gómez Ospina,36.0,F,Lima,San Isidro,2022-08-12,Tienda,Consumidor
C01794,Patricia Andrea Arias,34.0,F,Piura,Castilla,2025-09-14,App,Consumidor
C01795,Helena Cifuentes Cerón,22.0,M,Trujillo,Víctor Larco,2024-06-11,Tienda,Familiar
C01796,Magnolia Yurany Leal Ramírez,26.0,F,Trujillo,La Esperanza,2024-07-26,Web,Consumidor
C01797,Erika Reyes,32.0,F,Piura,Veintiséis de Octubre,2023-10-08,Web,Familiar
C01798,Antonio Alejandro Sánchez Rodríguez,18.0,M,Lima,Comas,2022-10-24,Tienda,Familiar
C01799,Carmen Ana Peña,54.0,F,Lima,Los Olivos,2023-10-21,Web,Premium
C01800,Felipe Joan Fuentes,39.0,M,Cusco,San Sebastián,2023-05-22,Tienda,Consumidor
C01801,Johana Margarita Erazo Galeano,36.0,M,Arequipa,Cayma,2024-01-24,Tienda,Familiar
C01802,María Miriam Rojas Sánchez,42.0,F,Trujillo,El Porvenir,2023-11-10,App,Familiar
C01803,Martha Sierra,29.0,F,Lima,Jesús María,2025-05-09,Web,Consumidor
C01804,Enrique Benítez Sepúlveda,62.0,M,Cusco,Cusco,2023-08-03,App,Consumidor
C01805,Juan Espinosa Gutiérrez,37.0,F,Cusco,Cusco,2023-05-06,Tienda,Familiar
C01806,María Bastidas,40.0,M,Trujillo,Víctor Larco,2022-12-15,Tienda,Consumidor
C01807,Dairo Giovanni Alarcón,66.0,M,Lima,Miraflores,2023-09-10,Web,Consumidor
C01808,Estela Andrea Mantilla Gómez,18.0,M,Lima,Comas,2024-05-08,App,Premium
C01809,Wilfredo García Martínez,29.0,,Cusco,San Sebastián,2023-05-21,App,Consumidor
C01810,Roberto Toro Cerón,32.0,M,Lima,San Isidro,2024-05-19,Web,Consumidor
C01811,Jaime Rodríguez Bejarano,22.0,F,Arequipa,Paucarpata,2024-03-13,Tienda,Familiar
C01812,Carolina Quintero,30.0,F,Lima,La Molina,2023-08-29,Web,Familiar
C01813,Edith María Ramírez Gonzáles,44.0,M,Lima,San Isidro,2023-01-03,App,Familiar
C01814,Andrés Alexis Angulo,41.0,M,Lima,San Isidro,2022-09-17,App,Consumidor
C01815,Luz Vega Guerrero,25.0,F,Trujillo,Trujillo,2022-12-04,Tienda,Consumidor
C01816,José Manuel Forero Barrios,38.0,M,Trujillo,Trujillo,2023-03-26,Tienda,Consumidor
C01817,Andrés Moreno Delgado,48.0,F,Arequipa,Yanahuara,2024-11-07,Tienda,Familiar
C01818,Willian López Quintero,18.0,F,Cusco,Wanchaq,2024-12-06,Web,Familiar
C01819,Luz Yadira Serna,41.0,F,Lima,Los Olivos,2024-09-17,App,Consumidor
C01820,Jesús Carlos Cifuentes,37.0,F,Lima,Ate,2025-05-01,Web,Consumidor
C01821,Cristina Paula Moreno,33.0,M,Lima,Miraflores,2023-06-08,Tienda,Familiar
C01822,Andrés José Daza,54.0,M,Lima,Miraflores,2024-02-14,App,Consumidor
C01823,Julián Arrieta Morales,36.0,M,Lima,La Molina,2025-02-05,Web,Familiar
C01824,Andrés Jesús Páez Jaimes,44.0,M,Lima,San Juan de Lurigancho,2024-02-26,Web,Consumidor
C01825,Pablo Geovanny Castro Peña,18.0,F,Piura,Piura,2025-03-04,Tienda,Consumidor
C01826,Ruth Buitrago,42.0,M,Lima,Los Olivos,2025-09-18,Tienda,Familiar
C01827,Enith Castellanos Gómez,56.0,M,Lima,Santiago de Surco,2022-10-02,Web,Familiar
C01828,José Murillo,49.0,F,Cusco,Wanchaq,2025-04-28,Tienda,Familiar
C01829,Diana Pérez,68.0,M,Lima,Miraflores,2024-10-12,Tienda,Familiar
C01830,Carolina Loaiza,69.0,F,Lima,Ate,2022-11-13,Web,Consumidor
C01831,Mario Cristian Cano,35.0,M,Lima,Santiago de Surco,2025-09-24,Web,Consumidor
C01832,Isabel Sandra García López,37.0,M,Cusco,San Sebastián,2025-02-13,App,Consumidor
C01833,Mario Vargas Ortiz,42.0,M,Lima,San Isidro,2023-01-17,Web,Consumidor
C01834,Andrés Bautista Pardo,53.0,F,Lima,Miraflores,2025-05-06,App,Familiar
C01835,Beatriz Suárez,43.0,F,Trujillo,Trujillo,2025-04-23,Web,Consumidor
C01836,Blanca Murcia Castro,62.0,M,Trujillo,La Esperanza,2022-08-28,App,Consumidor
C01837,Carlos Salazar,43.0,F,Lima,Miraflores,2025-04-10,Tienda,Consumidor
C01838,María Serna,36.0,M,Lima,San Juan de Lurigancho,2023-07-15,App,Premium
C01839,Ingrid López González,19.0,M,Lima,La Molina,2024-12-12,Tienda,Premium
C01840,Martín Alejandro Muñoz,18.0,M,Trujillo,La Esperanza,2023-08-18,Tienda,Familiar
C01841,Patricia Erika Mena Gómez,53.0,M,Trujillo,La Esperanza,2025-02-12,Tienda,Consumidor
C01842,Marcela Elvia Miranda Velandia,27.0,F,Trujillo,La Esperanza,2024-10-20,Web,Familiar
C01843,Junior Alexander Yepes Cruz,23.0,M,Lima,Jesús María,2023-08-02,Web,Consumidor
C01844,Jairo Gómez,49.0,M,Lima,Comas,2025-01-12,Web,Consumidor
C01845,Eduardo Ángel Palacios,37.0,M,Trujillo,Trujillo,2024-04-25,Tienda,Consumidor
C01846,Teresa Natalia Arias Guerrero,59.0,M,Cusco,Santiago,2022-08-01,Web,Consumidor
C01847,Albeiro Daniel Parra Sánchez,18.0,F,Cusco,Cusco,2024-05-04,App,Familiar
C01848,Mercedes María Niño Cruz,27.0,F,Lima,Ate,2025-08-15,Web,Premium
C01849,Juan Puentes,50.0,M,Cusco,Santiago,2022-04-02,App,Consumidor
C01850,Luis Germán Herrera,43.0,F,Cusco,San Sebastián,2023-01-03,Tienda,Familiar
C01851,María Naranjo Sánchez,47.0,F,Piura,Castilla,2023-03-10,Tienda,Consumidor
C01852,Yenny Yurani Romero,36.0,F,Lima,La Molina,2023-02-26,Web,Consumidor
C01853,Patricia Paola Marín,35.0,F,Lima,Jesús María,2022-04-24,Web,Familiar
C01854,Sebastián Hernán Sánchez,23.0,M,Trujillo,Víctor Larco,2024-08-16,Web,Consumidor
C01855,Jesús Carrillo,56.0,F,Trujillo,Trujillo,2023-10-11,Web,Consumidor
C01856,Jhonny Ruiz,48.0,F,Lima,Jesús María,2022-06-18,Web,Consumidor
C01857,Roberto Pérez,50.0,F,Lima,Los Olivos,2025-06-26,Tienda,Consumidor
C01858,Yadira Silva,33.0,F,Cusco,San Sebastián,2023-01-02,App,Consumidor
